1574673055.000000, IBI
135.412448,0.781286
136.240611,0.828163
136.928143,0.687531
137.693803,0.765660
138.490714,0.796911
139.240749,0.750034
139.959532,0.718783
140.897074,0.937543
144.350358,0.718783
145.022263,0.671906
156.085270,0.734409
156.725924,0.640654
157.413455,0.687531
158.288496,0.875040
158.991653,0.703157
159.694810,0.703157
160.476096,0.781286
161.163627,0.687531
161.991790,0.828163
162.710573,0.718783
163.554362,0.843789
164.366899,0.812537
165.163810,0.796911
165.835716,0.671906
174.257977,0.765660
175.070514,0.812537
175.804922,0.734409
176.539331,0.734409
177.304991,0.765660
178.180031,0.875040
178.898814,0.718783
179.617597,0.718783
180.430134,0.812537
185.539743,0.703157
186.274152,0.734409
187.102314,0.828163
187.727343,0.625029
188.461752,0.734409
189.118032,0.656280
194.727664,0.812537
195.430821,0.703157
196.055849,0.625029
211.244045,0.734409
212.087833,0.843789
212.900371,0.812537
240.339127,0.781286
240.995407,0.656280
258.636839,0.796911
259.246242,0.609403
320.061526,0.812537
323.436680,0.765660
329.874475,0.640654
330.655761,0.781286
331.562052,0.906291
355.500648,0.765660
356.188179,0.687531
357.047594,0.859414
357.750751,0.703157
358.438282,0.687531
359.188317,0.750034
360.094608,0.906291
387.127096,0.656280
387.939633,0.812537
388.627164,0.687531
396.924419,0.734409
397.705705,0.781286
398.424488,0.718783
399.080768,0.656280
408.721834,0.671906
409.471869,0.750034
410.143774,0.671906
410.878183,0.734409
417.831626,0.703157
418.487906,0.656280
419.175438,0.687531
439.332610,0.812537
440.145148,0.812537
440.957685,0.812537
447.707994,0.718783
448.629911,0.921917
471.959104,0.609403
472.693512,0.734409
473.599804,0.906291
504.913737,0.703157
505.476263,0.562526
505.976286,0.500023
515.711106,0.765660
516.445515,0.734409
517.179924,0.734409
517.836204,0.656280
518.523735,0.687531
519.226892,0.703157
519.898798,0.671906
520.555078,0.656280
521.242610,0.687531
522.023895,0.781286
522.695801,0.671906
523.383332,0.687531
524.008361,0.625029
617.653272,0.656280
618.309552,0.656280
618.965832,0.656280
619.637738,0.671906
620.356521,0.718783
620.997175,0.640654
621.622204,0.625029
670.124424,0.796911
670.874458,0.750034
671.561990,0.687531
672.312024,0.750034
673.062058,0.750034
673.827718,0.765660
674.609004,0.781286
675.359039,0.750034
676.218453,0.859414
679.468602,0.609403
718.626644,0.687531
719.361053,0.734409
739.080705,0.875040
739.971371,0.890666
740.893288,0.921917
760.956707,0.578151
785.410951,0.625029
786.051606,0.640654
786.676634,0.625029
787.286037,0.609403
787.957943,0.671906
813.396607,0.781286
821.303220,0.781286
822.178260,0.875040
831.709946,0.890666
832.538109,0.828163
833.335020,0.796911
836.319532,0.546900
836.850806,0.531274
837.553963,0.703157
854.351607,0.687531
855.117267,0.765660
855.867302,0.750034
869.867943,0.828163
870.617977,0.750034
871.461766,0.843789
924.511068,0.968794
1009.655591,0.859414
1010.358748,0.703157
1023.531226,0.656280
1028.140812,0.906291
1039.563210,0.734409
1040.469501,0.906291
1068.002012,0.671906
1068.705169,0.703157
1069.423952,0.718783
1094.175085,0.890666
1094.800113,0.625029
1095.518896,0.718783
1096.268931,0.750034
1106.550651,1.031297
1107.347563,0.796911
1108.050720,0.703157
1119.473118,0.593777
1120.191901,0.718783
1208.242806,1.000046
1211.539832,0.718783
1212.305492,0.765660
1219.102678,0.828163
1219.852713,0.750034
1220.618373,0.765660
1233.853354,0.734409
1234.650265,0.796911
1244.994488,0.734409
1245.650769,0.656280
1246.432054,0.781286
1247.103960,0.671906
1247.853994,0.750034
1248.729034,0.875040
1249.447817,0.718783
1263.135944,0.593777
1263.776598,0.640654
1264.401627,0.625029
1265.104784,0.703157
1276.277170,0.671906
1277.011579,0.734409
1313.982021,0.671906
1314.778933,0.796911
1385.657177,1.328186
1386.985363,1.328186
1415.346036,0.750034
1416.111696,0.765660
1416.908608,0.796911
1417.611765,0.703157
1443.831715,0.578151
1444.644252,0.812537
1445.331784,0.687531
1446.144321,0.812537
1463.535742,0.625029
1464.254525,0.718783
1464.895179,0.640654
1465.598336,0.703157
1466.379622,0.781286
1504.756379,0.515649
1505.365782,0.609403
1506.053313,0.687531
1506.631465,0.578151
1529.866903,0.656280
1530.741943,0.875040
1535.289026,0.609403
1536.023435,0.734409
1536.820347,0.796911
1537.695387,0.875040
1538.398544,0.703157
