1574673046.000000, 1574673046.000000, 1574673046.000000
32.000000, 32.000000, 32.000000
-17,-4,61
-17,-3,62
-16,-2,62
-16,-2,62
-16,-3,62
-15,-2,62
-14,-2,62
-14,-3,62
-14,-4,62
-14,-4,62
-15,-3,63
-16,-2,63
-16,-2,63
-15,-1,62
-14,-1,63
-15,-1,62
-14,-2,62
-14,-2,63
-14,0,62
-13,-2,62
-14,-2,62
-16,-2,63
-15,-3,64
-15,-3,63
-19,-4,63
-19,-4,61
-16,-2,63
-17,-1,63
-16,-1,62
-15,-1,62
-15,-2,62
-14,-1,62
-14,-1,62
-15,-2,62
-15,-3,62
-16,-3,62
-15,-2,62
-16,-2,62
-15,-2,63
-14,-2,62
-14,-1,62
-13,-1,62
-13,-1,62
-13,-2,62
-12,-3,61
-12,-3,62
-13,-4,62
-14,-4,63
-15,-4,63
-16,-4,64
-16,-3,64
-16,-2,64
-14,-2,63
-13,-1,63
-13,-2,62
-12,-2,61
-13,-2,61
-13,-2,62
-13,-2,62
-13,-2,62
-13,-3,62
-14,-4,62
-14,-4,62
-16,-4,64
-16,0,65
-14,0,66
-12,-1,64
-12,-1,63
-12,-1,62
-13,-2,62
-14,-2,62
-14,-2,62
-14,-2,63
-14,-1,63
-14,-1,63
-14,-1,64
-13,-1,64
-12,-1,63
-12,-1,63
-12,-2,62
-13,-3,61
-14,-4,61
-15,-4,62
-16,-3,62
-16,-3,63
-15,-3,63
-14,-3,62
-14,-3,62
-14,-3,62
-14,-2,62
-12,-3,62
-13,-3,63
-13,-3,64
-14,-3,64
-15,-3,63
-15,-3,62
-14,-3,62
-15,-3,62
-14,-3,61
-14,-3,62
-14,-3,63
-12,-4,67
-12,-2,70
-15,-2,66
-14,-4,61
-11,-3,61
-15,-3,60
-13,-4,58
-10,-2,61
-10,0,61
-13,-2,63
-12,-2,67
-12,-5,66
-12,-5,66
-15,-4,65
-11,-2,61
-11,-2,68
-12,-4,66
-7,-4,60
-11,-2,66
-15,-2,65
-14,-4,61
-9,-3,56
-9,-2,61
-11,-3,67
-11,-4,63
-9,-5,60
-10,2,64
-13,1,63
-16,-2,60
-11,-3,61
-8,-4,61
-7,2,67
-6,-5,62
-4,-6,59
1,0,66
2,1,66
6,2,65
-1,1,65
3,3,67
3,2,64
3,2,64
2,2,64
4,1,62
8,2,64
6,2,64
5,1,63
5,2,63
5,2,63
6,2,63
6,2,63
5,2,61
7,3,62
10,4,64
14,4,66
1,0,62
4,0,67
-1,-3,63
5,1,65
2,-2,64
2,-2,62
1,-2,62
1,-1,62
2,0,63
1,-1,64
1,-1,64
2,-1,64
1,-1,65
1,-1,65
1,-1,65
2,0,64
1,0,64
1,0,63
1,0,63
1,0,63
1,0,63
1,0,64
1,0,63
1,0,63
2,0,64
2,0,64
2,0,64
2,0,64
2,0,64
2,0,64
2,1,64
1,0,63
1,0,63
1,0,64
2,0,63
1,0,63
1,0,63
2,1,64
2,0,63
1,1,64
1,0,64
1,1,64
1,1,64
1,1,64
1,1,64
1,1,64
1,0,64
0,0,64
0,1,64
0,1,64
1,1,63
1,1,63
1,1,63
1,1,63
1,0,63
1,0,64
1,0,64
1,0,64
0,1,64
1,1,64
0,1,64
1,1,64
0,1,64
0,1,64
1,1,63
1,1,64
1,1,64
0,1,63
0,1,63
0,0,63
0,0,63
0,0,64
-1,0,64
-1,0,64
-2,1,64
-1,1,63
-1,1,63
1,1,63
1,1,64
1,2,64
0,2,64
0,2,64
0,1,64
1,1,64
1,1,64
1,1,64
0,1,64
0,1,65
0,1,64
0,1,64
0,1,64
1,1,64
0,1,64
0,1,64
0,1,64
-1,1,63
-1,1,63
0,1,63
1,1,64
1,1,64
0,1,64
0,1,64
0,1,63
1,0,64
1,0,64
0,1,64
0,0,64
0,0,64
0,1,64
1,1,64
0,1,64
1,0,64
1,0,64
1,1,64
0,1,64
-1,0,63
0,0,63
0,1,63
0,0,63
1,1,64
0,1,64
1,1,63
0,0,63
0,0,63
1,-1,63
-1,0,64
-1,0,64
-1,0,65
-1,1,65
-1,1,64
0,1,64
0,1,63
0,1,63
-1,2,63
-1,2,64
-1,1,64
0,1,64
-1,1,64
0,1,64
0,2,64
0,1,64
-1,2,64
-1,2,64
-1,1,64
-1,2,63
-1,2,64
-1,2,63
-1,1,63
-2,2,63
-2,1,63
-2,1,64
-2,1,64
-1,1,64
-2,1,65
-2,1,65
-2,2,64
-2,2,64
-2,2,63
-1,2,64
-4,4,65
-6,5,66
-4,3,64
-5,1,63
-2,0,63
2,0,63
-1,2,64
-2,3,64
-2,4,65
-2,4,64
-3,4,64
-2,3,63
-2,3,63
-3,3,63
-3,3,64
-3,3,64
-3,4,65
-3,4,65
-2,4,65
-2,4,64
-2,3,63
-3,4,63
-3,4,63
-4,4,63
-2,3,63
-2,3,63
-2,3,64
-1,3,64
-2,3,64
-2,3,64
-3,3,64
-3,3,64
-3,3,64
-3,3,64
-3,3,64
-2,3,64
-2,3,63
-3,3,63
-2,3,63
-2,3,63
-2,3,63
-2,2,62
-3,2,62
-4,2,63
-4,2,64
-4,3,64
-4,2,64
-4,2,65
-4,2,65
-4,3,66
-3,4,65
-3,4,65
-3,3,64
-2,4,63
-2,4,63
-3,3,62
-3,3,62
-3,3,62
-4,3,63
-5,3,63
-5,4,64
-5,4,65
-4,4,65
-4,4,66
-3,4,66
-3,4,66
-4,4,65
-4,4,65
-5,4,63
-5,4,63
-4,3,63
-5,4,63
-4,3,63
-4,3,63
-5,3,64
-4,3,64
-4,3,64
-5,3,64
-4,3,64
-5,4,64
-5,3,63
-5,3,63
-4,3,63
-4,4,63
-4,4,63
-5,4,64
-4,4,63
-4,4,64
-4,4,64
-4,4,63
-4,4,64
-5,4,64
-4,4,64
-4,4,64
-5,5,64
-4,4,64
-5,5,63
-5,5,63
-5,5,63
-5,5,63
-6,6,64
-5,6,64
-4,6,63
-5,5,62
-5,5,63
-6,6,65
-5,6,65
-6,6,66
-6,6,65
-6,7,65
-5,7,64
-5,7,63
-5,7,63
-5,6,62
-5,6,62
-6,6,62
-6,5,62
-5,5,63
-5,5,63
-6,5,64
-6,5,64
-7,5,64
-6,6,64
-6,7,64
-5,8,63
-5,9,62
-5,9,61
-7,8,61
-12,7,65
-10,6,65
-5,4,66
-5,3,67
-4,2,65
-6,3,65
-8,4,64
-8,5,64
-8,5,63
-8,4,62
-8,4,62
-10,6,61
-9,7,61
-11,5,61
-11,5,61
-10,5,62
-9,6,63
-9,7,64
-8,8,64
-9,8,63
-9,7,63
-10,5,61
-9,4,62
-9,3,62
-14,2,62
-18,4,63
-21,6,63
-28,11,61
-29,12,60
-16,9,60
-15,5,60
-19,6,63
-23,5,66
-24,1,65
-24,-3,62
-27,-6,62
-33,-6,61
-31,-6,59
-29,-7,54
-28,-10,50
-26,-12,48
-22,-16,45
-23,-17,43
-30,-13,42
-28,-10,35
-20,-7,32
-30,9,35
-53,26,47
-50,30,46
-35,34,46
-33,41,38
-38,45,30
-44,52,34
-41,55,37
-33,55,34
-28,53,31
-27,53,31
-29,54,28
-33,59,26
-34,62,25
-32,64,23
-29,63,22
-30,63,21
-30,62,19
-30,60,19
-29,59,19
-26,57,19
-25,56,18
-25,56,18
-26,55,18
-32,58,13
-31,55,14
-24,57,17
-23,56,18
-22,55,17
-11,54,21
-9,55,26
-9,58,38
-23,55,30
-24,54,23
-15,52,27
-12,54,33
-9,54,28
-9,56,27
-13,57,30
-17,58,28
-17,58,32
-18,57,29
-15,55,28
-15,53,27
-15,53,27
-14,54,29
-15,54,30
-16,55,30
-16,54,28
-16,55,29
-15,55,30
-15,54,30
-15,54,30
