"jointType","x","y","z","time"
0,-0.163180918,-0.4431737,2.53639269,1
1,-0.152174175,-0.163891569,2.5923,1
2,-0.141011953,0.109048881,2.63573718,1
3,-0.156190589,0.2442544,2.63089061,1
4,-0.27944243,-0.0144908,2.59295654,1
5,-0.342082232,-0.238257542,2.556805,1
6,-0.376238734,-0.414929628,2.47893739,1
7,-0.373788536,-0.47844696,2.45566416,1
8,-0.0109672528,0.01940738,2.584386,1
9,0.03817703,-0.08721699,2.42433858,1
10,0.0524878725,-0.231336042,2.22972274,1
11,0.0510134324,-0.239648283,2.21188617,1
12,-0.221015647,-0.43331328,2.50499,1
13,-0.2687593,-0.8046029,2.433163,1
14,-0.281899363,-1.12319052,2.47931838,1
15,-0.274660259,-1.162941,2.36669683,1
16,-0.100927271,-0.441088349,2.49961448,1
17,-0.09019597,-0.816786766,2.46331835,1
18,-0.06415452,-1.19463146,2.331139,1
19,-0.09289787,-1.22229946,2.25087333,1
20,-0.14387165,0.0416145548,2.627147,1
21,-0.368517339,-0.5388513,2.44920826,1
22,-0.356349826,-0.48633036,2.45433354,1
23,0.0431173854,-0.273679525,2.13499141,1
24,0.0104055246,-0.274692655,2.15763617,1
0,-0.174384221,-0.4397621,2.53759718,2
1,-0.165823758,-0.156672359,2.58694935,2
2,-0.1572882,0.120873734,2.621898,2
3,-0.171340778,0.253145635,2.624784,2
4,-0.29135263,-0.006785023,2.58910728,2
5,-0.343230128,-0.237897158,2.55874872,2
6,-0.374504924,-0.408903152,2.48470116,2
7,-0.376356125,-0.4758217,2.46166682,2
8,-0.0246819872,0.02262434,2.576572,2
9,0.07953929,-0.13768813,2.45924783,2
10,0.107385889,-0.255003363,2.30980086,2
11,0.103738785,-0.303917676,2.22671747,2
12,-0.232203633,-0.430423737,2.50774455,2
13,-0.2752728,-0.802936,2.44435668,2
14,-0.290126383,-1.12238646,2.48534822,2
15,-0.277443528,-1.16359234,2.3740952,2
16,-0.112060934,-0.437097758,2.49885964,2
17,-0.0955930948,-0.8125729,2.46794057,2
18,-0.07021193,-1.176069,2.359088,2
19,-0.09725063,-1.218033,2.26629353,2
20,-0.1595271,0.0522496477,2.61559,2
21,-0.367141336,-0.537175,2.442334,2
22,-0.379732221,-0.481393725,2.41628551,2
23,0.102383904,-0.3194384,2.20757532,2
24,0.07762904,-0.292231262,2.20009518,2
0,-0.19700405,-0.443292737,2.53441119,3
1,-0.193118364,-0.155317515,2.56940842,3
2,-0.189245254,0.126477838,2.59065723,3
3,-0.200613573,0.260522068,2.59834623,3
4,-0.323167026,0.000835650135,2.55084586,3
5,-0.36428982,-0.226457566,2.51103115,3
6,-0.362404019,-0.425181329,2.42833734,3
7,-0.3435171,-0.469080031,2.422122,3
8,-0.0514182374,0.0185157862,2.55916786,3
9,-0.00713870535,-0.223141819,2.51667547,3
10,0.00207579578,-0.392877966,2.43424368,3
11,-0.00628511049,-0.449092448,2.408308,3
12,-0.256537974,-0.437625945,2.5004766,3
13,-0.2923472,-0.811152458,2.47312665,3
14,-0.330853671,-1.10904825,2.33761,3
15,-0.28916046,-1.1849364,2.31228733,3
16,-0.132575989,-0.437459618,2.49904,3
17,-0.109569982,-0.8126807,2.466774,3
