1574764515.000000, 1574764515.000000, 1574764515.000000
32.000000, 32.000000, 32.000000
51,24,-15
55,28,-15
59,29,-13
60,31,-13
53,31,-10
55,30,-10
55,31,-10
53,29,-10
65,33,-10
59,33,-7
52,31,-5
57,30,-5
54,28,-2
56,28,-4
59,33,-16
54,29,0
51,32,-2
51,31,-6
59,34,-4
56,31,0
58,32,-1
57,31,0
58,30,-4
56,32,9
52,33,8
56,31,2
56,35,7
56,30,8
53,28,8
58,32,8
57,34,4
56,30,11
51,30,12
51,30,11
52,29,8
56,30,9
55,29,11
55,27,9
53,29,19
56,32,23
65,32,19
55,37,13
50,34,11
38,30,15
36,26,20
42,33,19
47,36,21
44,35,16
44,38,18
53,40,23
45,42,35
45,38,29
40,37,27
40,34,29
32,44,25
38,34,32
39,37,32
52,31,40
59,35,40
53,41,23
42,39,18
32,39,27
36,41,32
38,39,36
28,35,33
27,40,35
52,28,38
58,39,46
37,34,34
41,34,35
44,34,34
39,34,32
33,40,32
43,63,43
50,43,37
48,38,40
34,31,28
30,35,34
26,32,36
25,36,42
17,32,40
5,29,40
2,26,39
6,28,45
2,37,33
31,27,75
18,17,41
-4,39,42
8,19,47
-15,14,38
48,15,38
42,26,37
48,34,42
43,22,25
39,18,21
56,9,14
48,20,7
72,12,12
93,27,34
61,15,1
82,9,17
84,7,19
71,6,21
68,5,23
44,0,18
23,-6,3
24,-17,-1
14,-26,-3
21,-34,-6
48,-46,1
56,-51,-4
71,-77,17
98,-128,4
44,67,70
-41,-71,-3
-112,-93,-47
115,-69,28
90,-48,40
33,-58,6
28,-49,2
33,-47,5
36,-53,3
35,-54,2
33,-56,0
26,-60,-1
24,-62,-1
22,-63,-1
24,-62,1
32,-62,15
17,-66,17
-6,-68,13
8,-60,2
21,-60,6
21,-59,5
21,-56,3
27,-54,2
25,-57,2
25,-60,6
22,-60,-5
33,-58,-3
42,-56,14
37,-57,14
37,-54,7
33,-53,5
32,-53,3
28,-56,1
25,-56,1
24,-57,5
24,-59,6
22,-61,9
21,-57,6
24,-55,6
30,-56,8
30,-54,9
34,-55,11
36,-55,12
32,-62,6
33,-67,6
27,-62,1
13,-55,-10
15,-51,-10
25,-55,-6
35,-66,-3
34,-68,-4
27,-61,-5
24,-62,-6
26,-70,-13
35,-59,-6
37,-53,-1
35,-50,5
29,-49,0
25,-50,-7
26,-53,-9
30,-58,-6
35,-57,-5
34,-52,-4
27,-53,-5
25,-51,-5
26,-52,-3
28,-52,-2
30,-54,0
25,-49,-3
22,-47,-4
27,-48,1
30,-50,2
28,-54,-2
30,-70,-3
29,-68,-3
19,-51,-7
20,-55,-4
31,-63,-1
30,-64,-2
24,-60,-2
27,-53,1
31,-54,3
35,-60,5
33,-62,4
28,-58,5
31,-56,8
35,-55,10
34,-50,3
33,-51,2
30,-55,0
33,-54,-1
39,-55,5
44,-55,8
42,-54,6
35,-58,0
35,-60,1
33,-58,-1
31,-56,-2
28,-58,-3
29,-60,-2
28,-60,-2
24,-59,-3
25,-59,-2
24,-60,-1
24,-59,1
24,-58,3
22,-56,0
21,-55,2
17,-58,2
18,-59,2
26,-60,4
30,-59,3
33,-65,3
32,-62,5
30,-59,5
30,-51,9
23,-47,8
24,-59,3
28,-65,7
28,-66,10
25,-72,11
26,-66,12
19,-57,9
17,-58,6
18,-54,3
22,-56,7
23,-55,8
23,-54,11
22,-53,9
19,-54,5
21,-57,6
23,-59,7
25,-58,7
25,-59,9
24,-59,9
24,-55,8
21,-54,9
19,-56,7
22,-60,9
28,-61,13
28,-60,12
25,-58,11
23,-58,9
24,-59,8
26,-64,8
26,-63,9
23,-59,8
21,-56,6
21,-56,7
23,-58,6
25,-61,7
32,-75,12
31,-75,14
20,-58,11
17,-52,12
15,-56,7
18,-55,5
19,-52,9
22,-55,18
23,-59,13
30,-56,11
32,-56,15
32,-56,14
30,-58,9
31,-56,9
32,-54,10
33,-51,12
35,-52,15
31,-53,13
27,-53,12
28,-52,16
31,-51,21
34,-54,29
34,-56,29
30,-61,28
26,-54,25
26,-54,24
24,-54,21
25,-53,21
29,-53,26
35,-50,24
32,-48,19
27,-50,15
26,-47,15
29,-47,19
31,-46,21
33,-47,21
31,-48,20
30,-48,20
30,-48,20
33,-48,21
36,-47,24
36,-48,23
35,-48,23
34,-49,23
33,-49,24
34,-48,25
34,-49,25
35,-49,24
34,-49,24
33,-48,22
31,-48,17
31,-47,16
34,-45,21
34,-48,21
34,-48,16
34,-49,16
35,-48,16
35,-45,16
36,-43,17
40,-47,23
39,-49,22
38,-50,21
36,-52,17
35,-53,15
36,-53,11
37,-51,14
42,-46,16
42,-49,15
41,-50,12
39,-52,10
38,-52,10
40,-50,11
41,-50,13
41,-51,15
42,-50,13
41,-50,12
39,-48,13
40,-47,13
42,-44,13
44,-43,13
44,-42,12
43,-40,11
43,-39,11
42,-40,10
42,-40,10
41,-42,9
42,-42,11
44,-42,13
47,-42,15
48,-42,15
45,-40,16
45,-39,17
46,-39,17
46,-40,16
45,-40,15
43,-41,14
41,-41,14
40,-42,15
37,-44,14
35,-45,15
33,-49,15
34,-52,16
30,-55,15
28,-56,13
30,-58,13
33,-56,13
34,-55,14
28,-42,3
30,-56,-5
34,-58,2
36,-56,15
48,-54,33
35,-60,21
39,-60,22
27,-59,9
22,-58,7
23,-59,15
41,-52,9
58,-56,17
49,-57,21
39,-61,36
35,-63,39
26,-69,34
23,-50,43
23,-48,41
21,-49,42
27,-41,44
32,-37,44
33,-39,39
24,-27,49
18,-35,47
2,-23,48
3,-23,48
-1,-10,42
0,-9,44
1,-20,49
4,-17,53
5,-16,53
0,-6,54
3,-12,57
-1,-5,59
-10,-6,54
-8,-2,66
-26,-6,55
-22,-7,52
-3,-14,64
3,-5,72
-23,-6,59
-13,-4,62
-15,-5,61
-22,-8,59
-26,-4,57
-8,-12,63
-6,-24,59
-7,-12,62
19,-1,74
7,-5,70
-18,-7,55
-20,-5,53
-10,-10,58
-11,-6,58
-9,-6,57
-11,-6,58
-14,-4,56
-12,-4,62
-7,-8,67
-14,-4,61
-13,-5,59
-9,-2,75
-7,-2,61
-7,-4,62
-9,-3,63
-7,-4,63
-7,-6,59
-11,-14,73
-5,-5,65
-6,-4,62
-8,-6,60
-6,-6,59
-5,-6,63
-6,-5,61
-6,-4,62
-4,-5,61
-5,-5,62
-4,-4,62
-5,-8,61
-4,-4,62
-6,-7,61
-4,-5,62
-7,-7,60
-3,-6,64
-7,-6,59
-4,-4,61
-5,-5,62
-4,-5,61
-2,-3,62
-1,-3,64
-4,-4,62
-4,-5,61
-2,-3,61
4,-3,65
-7,0,72
-13,-8,62
-9,-6,62
-7,-8,65
-4,1,63
-3,-2,61
-6,-2,57
-6,-4,56
-7,-4,57
-5,-4,61
-7,-5,62
-5,-3,63
-9,-2,62
-6,-2,62
-7,-3,61
-6,-2,61
-5,-2,62
-5,-2,62
-5,-3,61
-4,-1,62
-6,-3,61
-6,-3,61
-5,-2,62
-5,-2,62
-6,-3,62
-6,-2,62
-6,-3,62
-6,-3,62
-6,-3,62
-6,-3,62
-6,-3,62
-5,-3,62
-5,-3,63
-5,-3,62
-6,-3,61
-6,-3,61
-8,-4,61
-6,-3,62
-6,-3,63
-7,-4,62
-6,-5,62
-4,-4,62
-6,-3,62
-5,-4,62
-5,-2,61
-6,-5,61
-7,-4,62
-7,-5,60
-10,0,62
-5,-5,63
-6,-2,62
-7,-3,62
-5,-4,51
-8,1,59
-5,-2,61
-5,-2,62
-4,-3,63
-3,-1,64
-4,0,62
-5,-1,61
-4,0,62
-4,1,61
-4,-2,62
-2,-2,62
-2,-1,65
-3,-1,63
-6,-2,61
-3,-2,62
-2,-2,63
-1,-2,62
-7,-3,61
-5,-2,62
-2,1,64
0,0,64
-2,-2,62
-4,-2,62
0,-2,63
-2,-3,60
-2,-1,61
-2,0,62
-3,-3,61
1,-2,62
2,1,61
4,0,63
3,-4,66
1,-10,67
-2,-9,64
-2,-4,66
-2,-5,63
-1,-7,60
2,-6,62
2,-3,62
1,1,58
1,1,57
3,0,60
2,-3,62
1,-3,63
1,1,64
1,2,66
-3,-3,64
-6,-3,57
-3,1,57
0,5,63
0,7,64
0,5,63
0,2,62
-1,-1,62
0,-4,63
-1,-5,63
-4,-4,64
-4,-4,65
-5,-6,61
-6,-2,56
-4,0,58
-1,0,61
-1,0,60
-2,-1,60
-1,-1,61
-1,0,61
-1,0,62
-1,0,63
-3,0,62
-2,-1,63
-1,-1,64
-1,0,63
0,0,63
0,0,62
0,1,61
0,1,61
0,0,60
-1,0,60
0,0,62
0,-1,62
-1,0,62
0,-1,63
1,-1,63
1,-2,62
1,-3,60
2,1,62
2,2,62
2,2,63
1,1,63
0,-1,63
1,-1,63
1,0,63
2,1,63
4,1,64
7,1,65
6,0,64
-1,2,56
5,5,60
7,7,61
-4,6,59
0,7,61
2,9,63
0,8,61
2,5,61
8,12,62
7,12,61
4,12,62
8,12,62
13,12,63
8,9,61
5,9,59
7,8,61
8,8,61
6,8,61
5,8,60
8,8,62
7,7,62
6,7,62
6,7,62
6,7,62
5,8,61
6,8,61
7,8,61
6,7,61
6,7,61
6,8,61
6,7,61
6,7,61
6,8,61
5,8,61
6,8,62
7,8,63
5,7,63
5,7,63
7,6,63
5,6,61
7,6,63
5,4,63
2,3,60
0,-1,57
2,1,58
2,3,59
7,8,60
11,11,61
9,11,61
8,11,62
8,9,62
7,9,63
6,10,63
5,9,64
6,9,63
6,7,61
7,8,61
8,9,60
8,11,60
8,11,60
8,10,60
7,9,60
7,8,61
6,8,60
6,9,61
6,9,62
5,8,61
5,7,60
5,8,60
5,8,60
6,8,61
5,7,61
4,7,62
5,7,64
3,6,64
2,6,61
5,9,61
7,9,63
5,7,62
5,6,61
5,6,61
5,8,60
7,9,60
8,10,60
8,9,61
8,8,62
7,7,62
7,7,62
6,8,61
6,8,61
6,8,60
5,9,60
6,9,60
6,9,60
7,6,61
6,5,62
4,7,59
4,8,58
7,8,61
8,7,61
6,7,60
6,6,61
7,6,62
6,7,61
6,8,61
7,8,62
7,8,61
8,8,60
9,8,63
8,7,62
8,5,62
7,4,62
7,6,62
6,7,61
6,8,61
7,9,62
6,8,61
7,8,61
8,8,62
7,7,61
7,7,60
8,7,60
8,7,60
7,7,59
8,8,58
9,7,61
8,7,60
8,8,59
9,9,60
8,10,61
7,9,60
7,8,61
8,9,63
8,8,63
8,6,63
7,6,61
8,7,61
11,8,60
10,7,60
11,4,61
11,3,60
9,4,59
10,4,61
11,4,61
17,3,59
22,5,56
1,5,58
3,3,63
15,3,69
11,0,68
-2,-3,63
4,1,61
9,3,65
4,0,60
2,0,57
2,-1,62
1,-2,58
4,0,61
5,3,61
11,4,58
-1,-1,62
-1,-2,62
3,-1,60
7,2,58
3,1,59
-3,-1,60
6,1,63
7,1,70
4,1,70
5,-1,68
6,-2,66
8,-4,66
6,-5,59
6,-5,57
8,0,55
8,4,60
6,7,60
4,10,62
4,11,58
15,14,56
17,12,57
14,9,61
10,7,61
11,6,61
15,5,61
15,5,61
16,3,61
18,2,63
21,1,63
16,-2,59
13,-2,58
11,-1,57
13,-1,59
12,-1,61
17,6,59
17,7,60
10,5,61
10,5,61
13,3,61
14,2,60
13,1,58
13,3,59
12,3,60
13,5,63
14,5,64
13,5,61
13,5,59
13,7,61
7,7,62
10,7,62
13,8,62
11,7,63
8,6,63
14,0,57
15,10,63
4,12,50
6,8,62
2,1,68
4,2,69
1,0,62
7,6,62
8,10,65
11,5,59
15,1,59
16,2,58
16,4,59
15,5,57
10,6,54
9,8,57
7,10,58
5,12,57
4,19,58
5,27,60
8,25,60
10,19,61
12,10,62
10,14,65
7,5,65
5,1,63
4,2,62
-4,2,60
-4,9,58
-3,11,56
-3,14,56
0,16,58
2,15,59
2,13,61
0,17,62
1,12,62
1,12,63
4,12,63
-1,16,59
3,11,61
3,11,62
2,10,61
2,9,60
2,9,61
3,10,61
4,8,59
2,10,59
5,9,59
8,10,62
6,10,61
7,9,61
8,10,62
6,10,61
2,14,61
12,8,62
9,10,61
9,11,63
6,9,61
3,10,60
11,6,62
7,9,62
5,7,60
6,9,60
8,7,62
10,5,60
8,9,60
4,8,61
7,7,62
9,6,61
7,11,62
6,2,63
6,8,60
4,5,59
7,7,62
8,8,62
8,9,61
5,8,61
8,9,62
3,7,62
-6,5,58
7,13,68
6,12,64
4,14,64
12,8,63
11,12,64
-2,8,56
0,9,55
-2,13,57
14,11,64
7,13,59
2,16,58
4,15,60
8,9,61
7,12,60
10,13,62
5,14,60
5,15,62
8,9,59
3,12,55
10,11,60
14,15,59
13,17,59
9,12,59
11,13,61
14,18,61
12,21,65
9,16,58
10,16,61
11,12,60
11,17,59
11,17,61
9,19,59
-1,14,54
-2,15,54
2,15,60
8,8,62
6,13,60
16,14,62
2,12,61
-3,15,55
3,14,58
-1,16,60
9,29,73
4,18,56
1,18,59
12,18,59
0,17,50
6,23,57
7,19,62
7,13,55
3,18,61
6,24,61
5,22,59
4,22,61
6,21,60
7,21,62
9,21,63
4,20,57
-4,22,51
-3,22,54
0,20,59
3,17,59
2,23,58
4,21,59
2,27,61
4,26,60
2,24,55
6,28,57
6,22,55
7,25,62
-1,22,57
1,20,58
10,26,61
-1,24,54
3,28,58
0,25,55
7,26,60
-10,19,49
-4,29,55
10,27,59
-2,23,53
-9,17,55
