Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
472,121102,121733,4.210625,2.795238095,649,502
473,121820,122130,4.32,3.5,801,484
474,122381,122796,4.336190476,3.082777778,606,316
475,122825,122935,4.27,3.984,770,225
476,122961,123213,4.203846154,4.235384615,767,208
477,123241,123770,4.174444444,3.102857143,640,297
478,123939,124036,4.246,4.135,735,513
479,124067,124272,4.291818182,3.907777778,826,398
480,124325,124455,4.328571429,3.682857143,855,380
481,124520,124617,4.284,4.1125,847,397
482,124779,125115,4.268823529,3.683571429,856,392
483,125440,125593,4.40125,4.066,767,287
484,125619,125793,4.344444444,4.325555556,930,213
485,125918,126475,4.456785714,NA,952,111
486,126499,126571,4.355,NA,924,137
487,126763,126913,4.445,4.117142857,921,287
488,126978,127133,4.66,NA,806,167
489,127161,127435,4.726428571,NA,832,177
490,127462,128111,4.556060606,NA,788,216
491,128581,128792,4.666363636,3.424,748,108
492,128859,128993,4.702857143,3.916,677,245
493,129021,129230,4.768181818,3.8475,642,245
494,130015,130354,4.872941176,3.403333333,715,42
495,130396,130490,4.908,3.665,710,128
496,131075,131452,4.417894737,3.955,718,374
497,131599,131667,4.31,3.65,771,308
498,131735,132052,4.359375,3.392857143,702,310
499,132116,132244,4.531428571,4.244285714,950,233
500,132276,132351,4.525,NA,892,256
501,132474,132570,4.59,4.213333333,977,304
502,132596,132692,4.574,4.2125,1004,274
503,132840,133012,4.497777778,3.925714286,792,251
504,133033,133131,4.404,3.894,817,291
505,133160,133228,4.44,3.95,841,331
506,133334,133432,4.4,3.64,793,314
507,133517,133949,4.441818182,4.192272727,926,289
508,134014,134111,4.55,3.938,904,273
509,134436,134545,4.701666667,3.835,862,350
510,134574,134728,4.69,3.802,704,461
511,134776,134867,4.674,4.285,748,338
512,134939,135250,4.526875,3.827777778,755,343
513,135392,135585,4.193,3.178888889,594,327
514,135991,136088,3.896,3.076,682,200
515,136114,136189,3.92,3.0425,710,221
516,136272,136408,3.581428571,NA,826,280
517,136512,136621,3.725,3.205,977,200
518,136674,136950,3.691428571,2.89,695,388
519,136976,137127,3.88,3.126666667,572,484
520,137171,137365,3.953,2.9725,668,509
521,137430,137947,4.026923077,2.755,657,355
522,138151,138580,3.914545455,3.203333333,705,523
523,138654,138746,4.052,NA,757,333
524,138833,139307,4.03125,4.14,706,349
525,139616,139724,4.076666667,NA,887,550
526,139992,140205,4.177272727,3.75875,943,392
527,140273,140362,4.128,NA,838,498
528,140631,140728,4.114,4.4,814,272
529,141189,141263,4.205,4.4,847,425
530,141391,141539,4.25125,4.388333333,898,357
531,141592,141667,4.2275,4.205,893,344
532,141730,141847,4.12,4.89,797,278
533,142273,142566,4.287333333,4.57,863,104
534,142813,143141,4.1,4.424666667,893,405
535,143189,144205,4.205098039,4.050888889,871,371
536,144227,144402,4.287777778,3.65125,878,338
537,145326,145799,4.405416667,3.877916667,871,328
538,146551,146640,4.664,4.84,801,664
539,146770,146880,4.791666667,4.31,853,608
540,148745,148855,4.288,2.788333333,809,327
541,148970,149038,4.2675,4.4,843,441
542,149183,149400,4.222727273,3.248181818,795,376
543,149425,149940,4.128461538,5.394444444,738,510
544,150105,150182,4.1225,NA,808,437
545,156599,156813,5.23,3.765,629,147
546,157060,157212,4.91,2.9375,719,91
547,157240,157717,4.836666667,3.393333333,771,116
548,157741,158094,4.865555556,4.27,791,123
549,158162,158229,4.87,4.43,774,214
550,158519,158597,4.9225,4.2225,936,148
551,158719,158815,4.81,4.386,718,300
552,158847,159029,4.812,4.45125,889,215
553,160505,160612,4.256666667,4.456666667,1151,377
554,160698,160815,4.243333333,4.455,1260,361
555,161877,161973,4.472,3.812,1096,95
556,162261,162411,4.495,4.66,976,332
557,162476,162551,4.28,4.7625,950,392
558,162680,162993,4.194375,4.655,833,463
559,163077,163254,4.135555556,4.25,870,311
