Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
1,14153,1106155,4.489285714,4.516,1156.466667,376.2666667
2,14628,1106837,4.5255,4.4585,1015.785047,268.5514019
3,14847,1107019,4.577,4.536923077,1016.125,257.375
4,15011,1107281,4.523103448,4.396206897,1076.342857,404.0285714
5,15563,1107738,4.628823529,4.444117647,1119.95122,234.9756098
6,15743,1108663,4.528181818,4.364090909,731.8073394,298.7889908
7,16003,1108843,4.5,4.327272727,924.1111111,499.3333333
8,16244,1108940,4.552727273,4.37,811.0740741,534.7777778
9,16443,1110258,4.707586207,4.448571429,1060.450704,327.6338028
10,16863,1110379,4.484,4.198333333,1021.590164,312.0983607
11,17522,1110800,4.567826087,4.363636364,1134.558559,297.6666667
12,17782,1111062,4.426,4.245,858.6701031,451.7319588
13,18042,1111232,4.396538462,4.194230769,834.808,486.32
14,18484,1111556,4.5305,4.456,711.8865979,593.742268
15,19843,1111761,4.255454545,3.947272727,558.6666667,364
16,20060,1112240,3.987142857,3.724642857,611.6956522,425.1956522
17,20586,1112399,3.728867925,3.467115385,685.540856,426.9299611
18,21579,1112678,3.827352941,3.521176471,808.9515152,305.1030303
19,25220,1112898,4.242857143,3.998571429,1113.808824,504.8529412
20,25378,1114439,4.2525,4.003125,1131.083871,347.3483871
21,25581,1114659,4.248823529,4.033529412,1224.740741,630.0740741
22,26357,1114952,4.145882353,3.829411765,1733.54878,472.1341463
23,27695,1115051,4.207777778,3.946666667,1544.116279,274.1860465
24,27816,1115557,4.293513514,4.174324324,1315.494444,354.9833333
25,28197,1116177,4.228695652,4.248947368,1320.744395,399.6636771
26,29041,1116616,4.1652,4.09875,1113.214876,524.0578512
27,29194,1117916,4.2068,3.998,1006.132231,635.2561983
28,29679,1118097,4.27,4.0625,967.1355932,770.1016949
29,30217,1118555,4.283888889,3.962777778,789.6896552,337.6896552
30,30337,1118996,4.19,3.9745,904.0648148,453.3703704
31,30676,1119213,4.256,4.125333333,592.5753425,575.3424658
32,30936,1119393,4.153,3.868,1013.020833,343.7083333
33,32318,1119834,3.9725,3.655833333,865.3506494,205.6363636
34,32501,1120156,4.010416667,3.772916667,812.8275862,204.0086207
35,32858,1120492,4.1975,3.912,803.4,257.6
36,33141,1120930,4.250833333,4.006388889,1003.075145,350.8208092
37,33555,1121115,4.181,3.95,806.25,390
38,33880,1121733,4.1615625,4.1103125,843.8387097,553.883871
39,33978,1121968,4.132,3.818571429,746.0416667,477.3541667
40,34273,1122451,4.173076923,3.994615385,926.6875,301.015625
41,34412,1122753,4.102222222,3.997777778,1082.831461,267
