Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
61,28753,28868,4.223333333,3.841666667,1326,445
62,29054,29148,4.45,4.292,1279,497
63,29172,29607,4.714545455,4.423181818,1276,525
64,29692,31048,4.981029412,4.482647059,1234,441
65,31688,31921,5.165833333,4.79,1386,506
66,32168,32244,5.125,4.7925,1214,475
67,32287,32687,5.103,4.516,1268,442
68,32752,32865,4.768333333,4.17,1156,521
69,32955,33145,4.728,4.357,1128,249
70,33196,33457,4.62,4.308571429,1079,231
71,33528,33719,4.398,4.032,1251,336
72,33749,33923,4.475555556,4.024444444,1285,321
73,34171,34242,4.7975,3.9475,1506,244
74,34268,34521,4.755384615,3.97,1512,258
75,34829,34904,4.6,4.3275,1501,464
76,35088,35282,4.627,4.448,1828,577
77,35327,35780,4.587391304,4.331304348,1718,594
78,36668,36738,4.846666667,4.66,875,774
79,37110,37301,4.886,4.575,986,852
80,37490,37601,4.935,4.198333333,1472,456
81,38307,38383,4.26,4.14,965,285
82,38587,38657,3.9125,3.715,1023,364
83,38727,38937,3.794545455,3.567272727,954,232
84,38967,39098,3.78,3.658571429,985,280
85,39247,39499,3.813076923,3.683846154,865,361
86,40243,40681,4.014545455,3.751818182,824,421
87,40786,40896,4.08,3.405,1504,226
88,41125,41197,4.183333333,3.6875,1349,320
89,41265,41456,4.202222222,3.799,1279,278
90,41585,41880,4.064,3.479333333,1379,240
91,41910,42040,4.081428571,3.661428571,1335,277
92,42148,42258,3.963333333,3.905,932,379
93,42288,42377,3.922,3.824,961,402
94,42483,42721,3.9225,3.751666667,1281,382
95,42743,42861,3.845,3.593333333,1307,357
96,42884,43118,3.79,3.7175,1272,382
97,43187,43297,3.731666667,3.268333333,1363,332
98,43606,43717,3.73,3.628333333,874,424
99,43803,44034,4.089166667,3.966666667,1022,419
100,44084,44236,4.41875,4.2275,927,399
101,44363,44452,4.534,4.34,997,419
102,44522,45037,4.758846154,4.4384,1067,290
103,45101,45296,4.841,4.516,893,365
104,45480,45593,5.043333333,4.751666667,873,452
105,45622,45713,5.142,4.79,878,427
106,45823,45917,5.226,4.745,1248,455
107,46024,46115,5.106,4.772,931,306
108,46181,46314,5.127142857,4.666666667,808,336
109,46463,46578,4.591666667,4.156666667,902,282
110,46600,46677,4.32,3.9625,909,303
111,46801,46971,3.937142857,3.681666667,869,447
112,47100,47850,4.018684211,3.777368421,1085,406
113,48081,48253,4.16625,3.9275,934,529
114,48282,48935,4.288484848,3.961212121,941,540
115,49326,49416,4.742,4.3,1402,655
116,50059,50189,4.897142857,4.538571429,1147,493
117,50259,50329,4.97,4.5775,1018,472
118,50419,50533,4.84,4.338333333,1122,305
119,50598,51473,4.740681818,4.226818182,1127,214
120,51542,51736,4.757,4.415,1072,423
121,51779,51974,4.829,4.388,1121,339
122,52017,52794,4.768974359,4.504871795,1107,473
123,52836,53225,4.5415,4.374,1095,462
124,53276,54912,4.391097561,4.139390244,1099,480
125,55598,55747,4.776666667,4.44,686,391
126,55777,56025,4.685384615,4.554615385,771,411
127,56075,57611,3.920649351,3.748441558,898,480
128,57676,57888,3.654545455,3.554545455,1043,360
129,57915,58926,3.595882353,3.492941176,1026,368
130,59116,59606,4.022,3.9144,1011,306
131,59696,60287,4.381333333,4.166,1060,611
132,60357,60530,4.405555556,4.142222222,1014,313
133,60617,60769,4.37625,4.2125,1065,591
134,60856,61108,4.493076923,4.191538462,1021,302
135,61193,61307,4.501666667,4.18,1013,584
136,61334,61530,4.474,4.185,983,581
137,61573,62210,4.3946875,4.12125,924,523
138,62231,62408,4.257777778,4.054444444,945,478
139,62478,62629,4.33375,4.17875,1100,461
140,62672,62920,4.424615385,4.241538462,1040,457
141,62970,63644,4.555882353,4.367352941,1100,464
142,63749,63869,4.263333333,3.991666667,1027,294
143,63915,64148,4.2325,3.9925,951,293
144,64230,64688,4.238695652,4.025652174,792,362
145,64751,65047,4.294666667,4.081333333,1078,355
146,65129,65388,4.086153846,3.855384615,899,619
147,65430,65761,4.212941176,3.974117647,883,590
148,65931,66224,4.318,4.069333333,1034,537
149,66310,66622,4.381875,4.17875,908,318
150,66672,67306,4.4846875,4.1740625,825,332
151,67414,67665,4.550769231,4.233076923,919,584
152,67751,67965,4.613636364,4.312727273,1026,337
153,68034,68285,4.704615385,4.408461538,915,360
154,68728,68903,4.735555556,4.213333333,1182,725
155,68949,69281,4.530588235,4.105294118,1247,765
156,69311,69623,4.64625,4.318125,1265,735
157,69648,69983,4.691176471,4.451176471,1223,755
158,70013,70083,4.6975,4.445,1238,744
159,70113,70243,4.918571429,4.491428571,1350,775
160,70307,70422,4.991666667,4.47,1436,853
161,70469,70544,4.945,4.315,1491,840
162,71008,71118,4.838333333,4.628333333,1286,820
163,71227,71317,4.786,4.678,1259,692
164,71367,71479,5.013333333,4.708333333,1315,695
165,71869,72083,5.01,4.855454545,1337,728
166,72126,72341,5.107272727,4.683636364,1450,746
167,72529,72642,4.71,4.546666667,1347,728
168,72669,72744,4.765,4.505,1369,752
169,72787,73022,4.693333333,4.516666667,1344,746
170,73172,73242,4.76,4.45,1352,589
171,73364,73482,4.676666667,4.435,1316,563
172,73567,73682,4.583333333,4.396666667,1321,545
173,73707,73842,4.624285714,4.502857143,1286,569
174,74064,74281,4.869090909,4.766363636,1174,496
175,74444,74601,4.975,4.7125,1254,608
176,74749,74821,4.9775,4.5375,1141,324
177,74924,75041,4.81,4.375,1179,340
178,75065,75241,4.7,4.313333333,1219,374
179,75271,75421,4.635,4.2825,1258,412
180,75543,76360,4.427560976,4.142195122,1276,457
181,76384,76521,4.505714286,4.177142857,1298,533
182,76631,76701,4.585,4.155,1142,529
183,76728,76814,4.564,4.156,1323,469
184,76842,77298,4.604347826,3.989565217,1144,513
185,77384,77738,4.573333333,4.404444444,1251,540
186,77862,78217,4.576666667,4.603333333,1219,495
187,78307,78516,4.500909091,4.422727273,1011,542
188,78546,78918,4.499473684,4.417894737,1059,541
189,79142,79212,4.355,4.31,962,446
190,79241,79354,4.356666667,4.25,966,467
191,79430,79539,4.46,4.311666667,1054,341
192,79561,79797,4.385,4.230833333,1040,309
193,79844,80714,3.831136364,3.751363636,1023,395
194,80800,80919,3.705,3.628333333,992,565
195,80940,81134,3.923,3.727,949,606
196,81220,81477,4.285384615,4.027692308,1162,580
197,81563,81717,4.28625,4.18125,1044,513
198,81787,82335,4.087857143,4.07,950,345
199,82404,82555,3.895,3.8075,855,291
200,82620,82837,3.810909091,3.747272727,999,388
201,82922,83076,3.77125,3.38375,714,279
202,83141,83491,3.933333333,3.644444444,851,305
203,83561,83631,4.085,3.8475,1046,281
204,83761,84353,4.184,3.972333333,1006,580
205,84422,84937,4.225384615,4.050769231,1119,528
206,84958,85055,4.29,4.1625,1081,493
207,85118,85316,4.237,4.13,960,474
208,85437,85527,4.368,4.09,1070,256
209,85557,85788,4.5,4.058181818,1115,250
210,85858,86475,4.337741935,3.990322581,978,331
211,86500,86635,4.407142857,4.075714286,990,305
212,86700,87233,4.297407407,4.175555556,868,339
213,87337,87575,4.475833333,4.079166667,1177,263
214,87822,87971,4.67125,4.425,1203,528
215,88076,88449,4.662631579,4.420526316,1092,557
216,88536,88887,4.702777778,4.283333333,1098,271
217,89221,89570,4.589444444,4.316111111,934,643
218,89894,90347,4.760869565,4.474782609,1232,587
219,90455,90545,4.652,4.534,1231,596
220,90575,90749,4.652222222,NA,1095,606
221,90875,91065,4.888,4.631,1198,639
222,91454,91544,4.628,4.498,1163,561
223,91653,91725,4.585,4.515,1237,548
224,91854,91932,4.8325,4.4675,1268,694
225,92597,92668,4.5575,4.295,1830,628
226,92694,92770,4.4575,NA,1762,608
227,92857,93026,4.378888889,NA,1796,599
228,93673,93745,4.9475,4.6375,1407,520
229,94012,94168,4.75375,4.64125,1192,434
230,94192,94523,4.878823529,4.17875,1144,525
231,94634,94707,5.17,4.65,1157,576
232,94912,95067,4.96,NA,1279,531
233,95859,95989,4.811428571,4.291428571,1759,340
234,97212,97501,4.544,4.410666667,1161,452
235,97651,97824,4.312222222,4.31,951,443
236,97871,98246,4.277894737,4.197368421,869,425
237,98431,98528,4.338,4.286,1044,375
238,98571,98767,4.376,4.135,1019,305
239,98929,99441,3.997307692,3.866923077,998,429
240,99491,101124,4.067439024,4.008658537,1059,436
241,101188,101803,4.170967742,4.091290323,1225,498
242,101889,102063,4.065555556,4.021111111,996,329
243,102149,102540,4.1315,3.8445,837,214
244,102648,102878,4.265,3.9925,936,488
245,102927,103086,4.31625,3.99125,872,497
246,103171,103305,4.43,4.135714286,1145,496
247,103334,103644,4.514375,4.219375,1161,466
248,103732,103824,4.382,4.09,1021,266
249,103853,104105,4.277692308,4.014615385,1002,281
250,104170,104376,4.302727273,3.845454545,1127,258
251,104446,104560,4.343333333,3.968333333,1024,298
252,104607,104818,4.351818182,4.05,968,334
253,104867,105064,4.424,4.178,843,356
254,105328,105558,4.550833333,4.343333333,789,388
255,105887,107779,4.676421053,4.344105263,1100,284
256,107865,108041,4.662222222,4.425555556,1051,547
257,108126,108863,4.583513514,4.366756757,1115,385
258,108927,109981,4.674716981,4.452830189,1153,417
259,110030,110237,4.55,4.364545455,1113,506
260,110266,110342,4.5175,4.1225,1108,511
261,110404,110700,4.488,4.41,1088,462
262,110828,110918,4.456,4.406,836,535
263,111103,111399,4.382,4.274666667,1093,567
264,111442,112060,4.399677419,4.227419355,1028,504
265,112423,112496,4.3375,4.0475,1021,312
266,112525,114759,4.098125,3.997589286,1009,363
267,114823,115157,4.102941176,3.942352941,992,485
268,115200,115797,4.141333333,3.925333333,1060,547
269,115888,115958,4.085,3.8475,884,277
270,115988,116436,4.047391304,3.731304348,868,259
271,116505,116692,4.18,3.768,1048,264
272,116800,117158,4.121666667,3.928888889,1028,590
273,117244,117333,4.328,4.132,1165,547
274,117362,117575,4.338181818,4.099,1128,530
275,117660,117756,4.278,3.97,974,287
276,117782,118013,4.2625,3.993333333,940,297
277,118083,118535,4.380434783,4.034347826,1105,313
278,118645,119193,4.2375,4.166071429,848,366
279,119320,119410,4.364,4.19,1168,566
280,119440,119573,4.342857143,NA,1161,594
281,119638,120028,4.288,4.12,1050,564
282,120118,120288,4.354444444,4.053333333,876,302
283,120476,120715,4.4425,4.203333333,1191,551
284,120805,121115,4.584375,4.244285714,1187,556
285,121139,121254,4.585,NA,1176,587
286,121364,121949,4.3,3.997333333,992,302
287,122016,122710,4.320857143,4.169428571,1026,402
288,123079,123150,4.325,4.2325,637,488
289,123260,123430,4.482222222,4.217777778,740,543
290,123540,124468,4.452340426,4.229787234,808,486
291,125137,125272,4.708571429,4.59,1231,473
292,125634,125826,4.568,4.373,1717,507
293,125916,126108,4.711111111,4.485,1769,416
294,126216,126572,4.685555556,4.492222222,1724,425
295,126777,126851,4.78,4.505,1670,475
296,127673,127771,4.542,4.382,1095,525
297,127913,128045,4.594285714,4.375714286,1143,372
298,128075,128145,4.6125,4.4125,1095,385
299,128195,128271,4.6075,4.345,1052,312
300,128293,128405,4.583333333,4.348333333,1016,344
301,128495,128810,4.36,4.19375,861,525
302,129076,129166,4.496,4.142,1288,549
303,129294,129607,4.54,4.220625,1221,573
304,129818,132206,4.185,4.016166667,982,364
305,132395,132765,3.908947368,3.808421053,999,366
306,132835,132989,3.918571429,3.69,838,277
307,133010,133266,3.814615385,3.675384615,832,336
308,133356,133426,3.79,3.6025,928,581
309,133456,134047,3.931666667,3.738333333,909,581
310,134258,134700,4.126086957,3.963043478,1151,532
311,134808,135767,4.232291667,4.027916667,842,508
312,135876,135986,4.193333333,3.883333333,1015,269
313,136016,136245,4.126666667,3.829166667,976,265
314,136310,137124,4.268780488,3.927804878,1104,264
315,137248,137384,4.38,4.28,1048,455
316,137409,137546,4.454285714,4.27,1026,491
317,137687,137904,4.292727273,4.114545455,1035,448
318,137928,138705,4.235641026,4.076944444,1027,398
319,138786,138985,4.36,4.218,956,601
320,139075,139245,4.456666667,4.162222222,1090,353
321,139269,139365,4.526,4.162,1129,342
322,139507,139604,4.602,4.416,1153,558
323,139670,140744,4.639259259,4.461666667,1139,473
324,140968,141222,4.465384615,4.375384615,1046,543
325,141286,141439,4.55625,4.4475,1165,517
326,141465,141580,4.458333333,4.326666667,1121,532
327,141644,141783,4.402857143,4.305714286,1185,524
328,141872,141943,4.2325,4.14,978,482
329,141970,142043,4.1975,4.0675,950,501
330,142110,142337,4.161666667,4.073333333,827,475
331,142404,142541,4.315714286,4.111428571,984,455
332,142584,142876,4.308,4.092666667,1069,461
333,142906,143058,4.37125,4.175,981,476
334,143306,143521,4.402727273,4.209090909,790,458
335,143543,143716,4.506666667,4.253333333,856,478
336,143804,143934,4.378571429,4.025714286,1044,318
337,144043,144117,4.5575,4.1225,1320,521
338,144182,144476,4.365333333,4.154,1190,517
339,144563,145096,4.315185185,4.126666667,942,334
340,145206,145337,4.448571429,4.082857143,1115,519
341,145403,145861,4.389565217,4.175652174,985,363
342,145908,146181,4.368571429,4.044285714,891,323
343,146246,146380,4.49,4.205714286,1036,311
344,146484,146757,3.940714286,3.807142857,892,385
345,146847,147116,4.026428571,3.732857143,1175,599
346,147202,147458,4.085384615,3.991538462,1026,419
347,147505,147996,4.1996,4.0012,992,460
348,148081,148559,4.351666667,4.11875,1092,354
349,148602,149199,4.251,4.085666667,996,369
350,149289,149558,4.256428571,4.180714286,1168,410
351,149647,149896,4.418461538,4.271538462,1041,402
352,149960,150137,4.415555556,4.228888889,955,347
353,150524,150614,4.436,4.12,1486,877
354,150864,151054,4.226,4.15,800,379
355,151221,151898,4.153235294,4.013529412,946,443
356,151978,152157,4.198888889,3.928888889,1154,235
357,152466,152635,4.223333333,4.052222222,1033,511
358,152662,153033,4.329473684,4.171578947,1030,562
359,153118,153496,4.433684211,4.242105263,1057,372
360,153581,153755,4.522222222,4.176666667,759,365
361,153820,154371,4.575357143,4.103214286,1085,345
362,154559,154736,4.431111111,4.198888889,1023,379
363,154798,155007,4.55,4.203636364,1102,553
364,155524,155655,4.371428571,4.112857143,848,401
365,155860,156153,3.851333333,3.636,740,396
366,156182,156773,3.735666667,3.552,783,432
367,156835,156993,3.76125,3.43,707,316
368,157042,158891,3.983978495,3.680107527,719,341
369,159041,159373,4.086470588,3.798235294,754,367
370,159454,159692,4.318333333,3.873333333,1155,310
371,159755,159866,4.106666667,3.913333333,1068,335
372,159956,160407,3.928695652,3.736956522,866,312
373,160494,160646,4.05125,3.88,1129,339
374,160696,160827,4.258571429,3.648571429,1292,219
375,160934,161032,4.182,3.782,1243,301
376,161093,162327,4.087096774,3.851129032,1144,317
377,162533,162805,4.095,3.887857143,1174,278
378,162914,163446,4.111111111,3.890740741,740,386
379,163494,163824,3.876470588,3.650588235,811,434
380,163932,164290,3.811666667,3.644444444,1146,387
381,164372,164470,3.648,3.476,938,494
382,164512,164630,3.543333333,3.368333333,990,500
383,164717,165041,3.411764706,3.268823529,814,444
384,165311,165506,3.659,3.124,1363,312
385,165592,165682,3.894,3.74,1277,367
386,165792,165921,4.022857143,3.821428571,1251,507
387,166011,166126,3.94,3.758333333,796,512
388,166152,166649,3.8704,3.6612,756,476
389,167311,168361,4.147924528,3.939433962,1196,541
390,168469,170202,4.44816092,4.222068966,1269,529
391,170955,171065,3.87,3.645,791,423
392,171107,171226,3.815,3.593333333,900,453
393,171248,171564,3.835,3.621875,927,489
394,171769,172021,4.024615385,3.854615385,964,467
395,172130,172242,4.48,NA,1428,430
396,172412,172585,4.397777778,NA,1338,579
397,172811,173041,3.919166667,3.81,924,546
398,173111,173381,4.142142857,4.005714286,1075,483
399,173430,173500,4.4025,4.18,1205,454
400,174185,174261,4.5475,4.43,1044,384
401,174386,174521,4.774285714,4.485714286,1030,270
402,174586,175242,4.924242424,4.644545455,1031,346
403,175268,176320,5.088301887,4.664716981,1037,329
404,176690,176981,5.172,4.776,938,305
405,177111,177421,5.1275,4.61875,988,39
406,177866,178160,4.862666667,4.482,1031,338
407,178248,178522,4.354285714,4.076428571,872,468
408,178587,178955,4.288421053,4.088947368,1027,480
409,179023,179260,4.385833333,4.176666667,1128,477
410,179310,179420,4.463333333,4.205,1179,440
411,179482,179700,4.471818182,4.241818182,1046,439
412,179770,179932,4.584444444,4.234444444,1102,360
413,179983,180661,4.684411765,4.290588235,1088,284
414,180722,182477,4.498068182,4.257045455,1048,411
415,182745,182955,4.113636364,4.008181818,1032,403
416,183045,183298,4.456923077,4.103076923,1095,262
417,183341,183515,4.537777778,4.288888889,979,375
418,183585,183698,4.588333333,4.176666667,1213,319
419,184348,184619,3.989285714,3.857142857,1119,460
420,184739,184935,3.999,3.836,649,419
421,185041,185754,4.042777778,3.852777778,1070,433
422,185840,186237,3.9735,3.8725,1000,304
423,186301,186776,4.100416667,4.027083333,1107,416
424,186863,187397,4.274074074,4.00037037,1002,300
425,187477,187611,4.395714286,4.102857143,956,527
426,187659,188071,4.43,4.127142857,873,523
427,188220,188415,4.456,4.161,1117,489
428,188442,188631,4.44,4.21,1156,495
429,188717,188792,4.3625,4.11,991,313
430,188838,189035,4.308888889,4.084444444,1002,297
431,189158,189330,4.341111111,3.924444444,1147,238
432,189437,190054,4.419,3.992666667,822,264
433,190117,190250,4.408571429,4.068571429,1000,254
434,190296,190608,4.633333333,4.139333333,1120,241
435,190839,190954,4.636666667,4.223333333,823,338
436,191103,191175,4.6725,4.37,905,561
437,191202,191331,4.69,4.398571429,913,503
438,191417,191515,4.932,4.392,1055,226
439,191580,192709,4.985964912,4.382982456,1115,202
440,192857,193054,4.836,4.493,1090,423
441,193083,193231,4.65375,4.3275,1087,357
442,193279,194173,4.636,4.325111111,1145,408
443,194260,194746,4.6184,4.3084,1235,395
444,194795,194986,4.486,4.396,1167,423
445,195094,195192,4.304,4.342,867,426
446,195235,195388,4.28,4.2625,829,466
447,195496,196167,4.220588235,4.126470588,995,447
448,196336,196609,4.103076923,4.096428571,1129,394
449,196693,197247,4.223571429,4.088214286,966,315
450,197273,200208,3.912312925,3.815306122,975,382
451,200277,200649,3.922222222,3.570526316,840,278
452,200750,201206,3.99173913,3.824782609,1044,593
453,201292,201726,4.148181818,3.876818182,1005,314
454,201830,202505,4.269117647,3.999117647,984,567
455,202609,202685,4.2875,4.09,1169,466
456,202713,202945,4.313333333,4.17,1143,505
457,203031,203326,4.312666667,3.98,1097,275
458,203409,203608,4.133,3.976,926,321
459,203690,204223,4.239259259,4.043333333,874,362
460,204288,204546,4.184615385,3.985384615,923,442
461,204673,204805,4.245714286,4.055714286,792,476
462,205095,205186,4.306,4.084,1002,533
463,205216,205326,4.321666667,4.193333333,1032,543
464,205595,205765,4.733333333,4.217777778,1189,732
465,205792,206086,4.447333333,4.143333333,1166,717
466,206129,206282,4.6175,4.16375,1255,730
467,207451,207522,4.6625,4.17,1714,380
468,207552,207684,4.591428571,4.205714286,1767,305
469,208566,209160,4.645333333,4.471,1154,422
470,209269,209437,4.517777778,4.366666667,1008,278
471,209626,209777,4.38375,4.23375,1003,346
472,209807,209897,4.262,4.268,1023,374
473,210068,210159,4.03,3.958,917,549
474,210189,210362,4.083333333,4.015555556,883,537
475,210630,210834,4.213636364,4.166363636,619,418
476,211105,211338,4.3725,4.21,1126,434
477,211424,211543,4.55,4.183333333,1053,277
478,211607,212420,4.560487805,4.290731707,1047,446
479,212604,212680,4.62,4.26,1039,336
480,212724,212962,4.696666667,4.295,1051,362
481,212984,213581,4.699,4.226666667,1042,327
482,213667,213842,4.278888889,3.84,789,238
483,213862,213938,4.16,3.7275,764,232
484,214002,214314,4.211875,3.870625,891,277
485,214523,214873,4.429444444,4.124444444,884,551
486,214942,215300,4.455555556,4.175,1129,499
487,215323,215459,4.511428571,4.252857143,1108,498
488,215568,215858,4.454666667,4.232,828,496
489,215961,216397,4.420454545,4.072272727,992,278
490,216484,217060,4.415517241,3.930344828,1112,283
491,217140,217479,4.229411765,4.05,814,341
492,217583,217916,4.442941176,4.194705882,1101,575
493,217980,218439,4.511304348,4.223913043,1068,366
494,218544,218813,4.452857143,4.368571429,810,542
495,218920,219333,4.66,4.267142857,1081,279
496,219440,219555,4.613333333,4.435,957,464
497,219660,220130,4.710416667,4.549583333,1118,497
498,220160,220656,4.7088,4.446,1193,446
499,220840,221030,4.618,4.452,1052,339
500,221099,221417,4.571875,4.365625,1035,515
501,221639,222153,4.373461538,4.198461538,894,421
502,222180,222333,4.255,4.03,846,422
503,222517,222675,4.23,3.88125,708,389
504,222702,222796,NA,3.904,704,377
505,222821,223612,4.1425,3.97575,704,420
506,223638,223788,4.05375,3.92125,782,389
507,224037,224367,4.083529412,3.934705882,1041,531
508,224696,225035,4.14,3.941764706,1235,540
509,225416,225555,4.104285714,3.952857143,957,437
510,225576,225890,4.259375,4.063125,1004,453
511,226015,226327,4.12125,3.80125,1059,308
512,226416,226787,4.196842105,3.986842105,1012,492
513,226877,227067,4.3,4.011,1022,293
514,227117,227272,4.23,3.9025,954,319
515,227396,227509,4.226666667,3.891666667,1027,291
516,227554,227872,4.236875,3.943125,967,254
517,227976,228153,4.458888889,4.202222222,1033,502
518,228182,228452,4.305,4.049285714,991,518
519,228537,228626,4.12,3.838,879,292
520,228675,228950,4.185,3.830714286,851,296
521,229196,229388,4.288,3.93,1015,278
522,229499,229570,4.4975,4.245,1068,570
523,229601,229732,4.507142857,4.22,1013,592
524,229793,229985,4.559,4.209,1131,578
525,230015,230429,4.422380952,4.113333333,1102,541
526,230494,230592,4.362,4.014,1052,287
527,230635,231028,4.428,4.06,1117,282
528,231098,231751,4.344545455,4.073333333,1013,339
529,231979,232168,4.424,4.192,1057,538
530,232216,232551,4.67,4.407058824,1165,481
531,232616,232888,4.693571429,4.452142857,1015,502
532,232973,233606,4.8434375,4.385,1064,262
533,233671,233747,4.84,4.385,924,284
534,233777,234108,4.828235294,4.426470588,970,285
535,234417,234644,4.931666667,4.585,1276,525
536,234852,234987,4.828571429,4.22,1480,439
537,235090,235169,4.8275,4.2325,1616,397
538,235213,235289,4.895,4.4475,1651,401
539,235515,235668,4.96,4.095,1420,430
540,235895,236221,5.09,4.302941176,1393,278
541,236269,236363,5.066,4.436,1336,232
542,236531,236602,5.0025,4.405,1307,241
543,236689,236787,4.928,4.438,1226,314
544,236809,236906,4.8,4.476,1182,367
545,236971,237801,4.421666667,4.286428571,1122,412
546,237831,238061,4.455833333,4.055833333,1263,373
547,238130,238201,4.5825,4.3175,1248,488
548,238288,238539,4.705833333,4.337692308,1314,431
549,238689,238946,4.733076923,4.430769231,1501,422
550,239150,239220,4.785,NA,1650,285
551,240290,240483,4.482,4.498,1043,456
552,240547,241138,4.447,4.486333333,1105,414
553,241227,241376,4.28,4.24875,858,419
554,241473,241644,4.321111111,4.342222222,1076,405
555,241872,241963,4.378,4.314,995,447
556,242029,242301,4.405,4.188571429,1020,309
557,242506,242595,4.2,4.034,1170,540
558,242769,243300,4.075555556,3.964444444,928,329
559,243325,243604,4.172857143,4.007857143,948,402
560,243707,243964,3.921538462,3.833846154,1004,386
561,244069,245223,3.846896552,3.737931034,924,425
562,245309,245658,3.853333333,3.609444444,766,299
563,245748,245859,3.975,3.805,947,530
564,245907,246021,4.001666667,3.845,989,530
565,246106,246196,4.09,3.958,805,514
566,246225,246538,4.215,4.071875,774,527
567,246625,246896,4.296428571,4.032142857,1040,530
568,247004,247080,4.215,3.915,906,300
569,247106,247397,4.270666667,3.875333333,883,292
570,247568,247658,4.338,3.95,902,317
571,247729,247860,4.377142857,4.055714286,850,334
572,247947,248080,4.63,4.177142857,1140,236
573,248109,248341,4.744166667,4.149166667,1159,223
574,248422,248521,4.616,4.286,1012,314
575,248606,248820,4.674545455,4.232727273,1129,249
576,248843,249600,4.770263158,4.231052632,1144,259
577,249781,249920,4.8,4.578571429,1151,446
578,249968,250060,4.736,4.342,1214,448
579,250303,250939,4.823125,4.1709375,1168,113
580,250982,251094,4.776666667,4.4,1083,250
581,251365,251436,4.485,4.275,923,491
582,251941,252137,4.273,4.064,1153,567
583,252245,252419,4.145555556,4.077777778,851,431
584,252545,253199,4.256363636,4.058181818,938,317
585,253287,254216,4.076170213,3.899148936,942,425
586,254260,254735,3.820416667,3.675,966,450
587,254765,255169,3.937142857,3.737142857,951,462
588,255219,255456,4.1925,3.901666667,1051,483
589,255664,255874,4.170909091,3.902727273,1031,408
590,255979,256416,4.381428571,4.165714286,889,383
591,256498,257396,3.948222222,3.732,1098,524
592,257479,257927,4.177391304,3.97826087,990,373
593,257996,258296,4.192,3.921333333,1096,350
594,258336,258530,4.216,3.933,1191,425
595,258578,259131,4.290714286,4.017142857,1250,415
596,259362,259812,4.463913043,4.335217391,1117,378
597,259882,259952,4.65,4.38,1100,361
598,260176,261611,4.536111111,4.210972222,1052,322
599,262055,262186,4.254285714,3.282857143,1326,175
600,262294,262414,3.911666667,3.628333333,813,529
601,262475,262805,3.964705882,3.734117647,919,465
602,262855,263607,4.429473684,4.217027027,1140,453
603,263635,263710,4.5375,4.19,1213,423
604,263818,264309,4.4148,4.106,965,325
605,264456,265305,4.526744186,4.164186047,1012,326
606,265434,265511,4.4275,4.075,398,446
