Eye.movement.type.index,initTime,endTime,lpup,rpup,fx,fy
33,1,55,3.98,4.02,1238,960
34,1241,1715,4.372083333,4.379166667,1009,912
35,1744,2094,4.271111111,4.321666667,1047,880
36,3662,4057,4.677,4.575384615,886,999
37,5383,5712,3.644705882,3.542352941,753,699
38,5838,6275,3.502272727,3.565454545,1087,681
39,7001,7088,3.746,3.722,694,659
40,8475,8970,4.0196,3.9684,1192,806
41,10018,10193,3.764444444,3.736666667,737,529
42,10396,10612,3.631818182,3.631818182,908,521
43,10653,10792,3.76,3.812857143,1001,392
44,11054,11131,3.9875,4.05,1242,306
45,11518,11606,4.202,4.258,1081,413
46,12113,12189,3.6775,3.7775,1210,666
47,12295,12588,3.696,3.763571429,1126,624
48,12759,13011,3.646153846,3.666923077,1142,660
49,13095,13170,3.6375,3.535,928,526
50,13213,13289,3.705,3.675,991,566
51,13318,13406,3.778,3.612,978,535
52,13500,13663,3.787777778,3.684444444,636,510
53,13712,14647,3.654255319,3.53106383,786,641
54,14676,14869,3.51,3.375,810,585
55,14893,15369,3.50375,3.366666667,866,575
56,15433,15585,3.53625,3.415,929,605
57,15690,16004,3.6375,3.49375,730,508
58,16416,16667,3.462307692,3.354615385,352,510
59,16734,16908,3.392222222,3.458888889,366,686
60,16953,17129,3.451111111,3.585555556,330,597
61,17156,17225,NA,3.55,329,614
62,17253,17340,3.536,NA,280,587
63,17371,17609,3.630833333,3.5825,319,572
64,17630,17802,3.663333333,NA,332,535
65,18090,18186,3.726,3.678,1075,703
66,18272,18388,3.645,3.57,1156,682
67,18473,18987,3.542692308,3.454615385,781,616
68,19032,19246,3.713636364,3.554545455,772,525
69,19288,19628,3.739411765,3.617058824,836,486
70,19695,19928,3.615833333,3.556666667,755,424
71,20015,20179,3.523333333,3.416666667,761,778
72,20208,20343,3.548571429,3.481428571,792,728
73,20411,21462,3.543584906,3.463396226,788,597
74,21868,21945,3.4725,3.4425,856,539
75,21970,22324,3.446666667,3.422777778,886,524
76,22388,22582,3.419,3.521,608,470
77,22667,22785,3.465,3.543333333,1078,510
78,22807,23005,3.51,3.597,1118,510
79,23053,23140,3.584,3.544,1064,474
80,23289,23364,3.5875,3.5425,1040,512
81,23386,23603,3.601818182,3.606363636,1045,551
82,23632,24041,3.694761905,3.585714286,1009,515
83,24211,24939,3.879189189,3.716486486,823,484
84,25007,25403,3.662,3.622,603,490
85,25427,25803,3.58,3.471052632,601,529
86,26028,26642,3.519677419,3.48483871,637,487
87,26845,27182,3.338823529,3.220588235,914,682
88,27269,27402,3.297142857,3.341428571,1177,626
89,27424,27579,3.36125,3.45375,1199,669
90,27606,28142,3.537037037,3.541851852,1145,673
91,28443,28518,3.425,3.335,599,706
92,28547,28636,3.358,3.298,655,694
93,28663,28799,3.314285714,3.235714286,713,630
94,28827,29299,3.303333333,3.249583333,751,614
95,29386,29578,3.413,3.449,1122,702
96,29848,30021,3.722222222,3.718888889,916,654
97,30291,30398,4.026666667,3.99,936,635
98,30445,30601,4.06,4.06875,854,625
99,30745,30859,3.985,4.156666667,905,768
100,30966,31398,3.816818182,3.968235294,928,659
101,31967,32056,3.96,3.822,473,1019
102,32182,32354,3.916666667,3.684444444,383,944
103,33160,33236,3.6375,3.55,1158,575
104,33421,33693,3.597142857,3.513571429,897,648
105,33906,33997,3.652,3.74,1220,613
106,34180,34331,3.60875,3.7325,1078,811
107,34379,34631,3.61,3.691538462,994,757
108,34663,34834,3.453333333,3.394444444,930,672
109,35442,35538,3.692,3.61,936,894
110,35719,35794,3.8725,3.7475,918,691
111,35922,36190,4.017857143,3.872142857,893,481
112,36286,36431,4.22875,4.1125,815,510
113,36479,36656,4.126666667,3.915555556,869,527
114,36719,37154,3.808181818,3.667272727,896,608
115,37186,37854,3.699117647,3.666764706,824,589
116,37921,38033,3.673333333,3.651666667,837,469
117,38406,38513,3.865,3.781666667,335,771
118,39164,39534,3.791052632,3.708947368,1000,706
119,39879,40009,3.792857143,3.715714286,589,793
120,40279,40355,4.1825,4.13,1126,379
121,40517,41009,3.9388,3.778,962,526
122,41084,41233,3.96375,3.88125,894,405
123,41297,41429,3.922857143,3.847142857,852,324
124,41457,42111,3.941515152,3.671818182,873,270
125,42159,42794,4.1021875,3.8246875,852,251
126,42837,42966,4.23,4.22,894,269
127,43020,43451,4.166666667,3.946818182,860,212
128,43554,44192,4.1721875,3.905625,855,204
129,44216,44928,4.470277778,4.273611111,836,139
130,44976,45971,4.4744,4.1714,851,231
131,46018,46232,4.245454545,3.970909091,799,173
132,46318,46450,4.157142857,4.092857143,741,417
133,46515,46751,4.038333333,3.989166667,746,333
134,46796,47088,3.896666667,3.859333333,821,397
135,47136,47329,3.91,3.763,793,472
136,47376,47610,3.780833333,3.733333333,757,403
137,47638,47791,3.72875,3.695,818,410
138,47813,48091,3.703571429,3.706428571,834,453
139,48112,49130,3.641960784,3.616862745,807,505
140,49173,49506,3.712352941,3.738823529,886,368
141,49532,50283,3.775263158,3.74,880,399
142,50312,50727,3.76,3.748571429,864,376
